10401109	Massive Dark damage to a foe. Gain 50% Dark ATK Up . Self-Inflict Cursed .	\N	\N
10401110	Massive Wind damage to a foe. Gain Jammed .	Jammed now affects all allies.	\N
10401111	Massive Dark damage to a foe. Gain Shield (3000) and Veil .	Also gain ATK Up (Stackable) .	\N
10401112	Massive Light damage to a foe. / Gain boost to double attack rate.	\N	\N
10401113	Massive Water damage to a foe. All allies gain 100% / 10% Critical Hit Rate Up .	Buff increased to 100% / 20% Critical Hit Rate Up .	\N
10401114	Massive Water damage to a foe. / All allies gain Revitalize .	\N	\N
10401115	Massive Light damage to a foe. Gain 10% DA Up and 10% TA Up .	10% DA Up and 10% TA Up now affects all allies.	\N
10401116	Massive Fire damage to a foe. 1-turn cut to skill cooldown Raise Execution lvl by 1	\N	\N
10401117	Massive Water damage to a foe. 1-turn cut to skill cooldown Raise Execution lvl by 1	\N	\N
10401118	Massive Earth damage to a foe. 1-turn cut to skill cooldown Raise Execution lvl by 1	\N	\N
10401119	Massive Wind damage to a foe. 1-turn cut to skill cooldown Raise Execution lvl by 1	\N	\N
10401120	Massive Light damage to a foe. 1-turn cut to skill cooldown Raise Execution lvl by 1	\N	\N
10401121	Massive Dark damage to a foe. 1-turn cut to skill cooldown Raise Execution lvl by 1	\N	\N
10401122	Big Light damage to a foe. Inflict 10% DEF Down (Stackable / Max: 30%) .	\N	\N
10401123	Massive Water damage to a foe. All allies gain 10% Uplifted .	All allies gain 100% / 30% Armored .	\N
10401124	Massive Light damage to a foe. Gain ATK Up .	\N	\N
10401125	Massive Light damage to a foe. All allies gain 15% Debuff Success Boosted .	All allies also gain 15% Bonus Light DMG .	\N
10401126	Massive Fire damage to a foe. Gain Jammed .	Also gain Shield (2000) . ('When MC is below 25% HP:' Jammed and Shield (2000) affect all allies.)	\N
10401127	Massive Light damage to a foe. Inflict Blinded and Dark ATK Down .	Also inflict Petrified .	\N
10401128	Massive Water damage to a foe.	\N	\N
10401129	Massive Water damage to a foe. Inflict 15% Water DEF Down .	\N	\N
10401130	Massive Earth damage to a foe. Inflict 25% Water ATK Down .	\N	\N
10401131	Massive Water damage to a foe. Remove 1 buff.	\N	\N
10401132	Unworldly Dark damage to a foe (Damage cap: ~2,550,000). Self-inflict Shorted . Ally in fourth position gains Autorevive .	Autorevive now restores 40% of max HP. 	\N
10401133	Massive Dark damage to a foe. Gain 20% TA Up and Charge Bar +20% .	20% TA Up now affects all allies.	\N
10401134	Massive Water damage to a foe. Gain Charge Bar +20% .	\N	\N
10401135	Massive Water damage to a foe. Gain Charge Bar +20% .	\N	\N
10401136	Massive Fire damage to a foe. Gain Charge Bar +20% and Guaranteed TA .	\N	\N
10401137	Massive Water damage to a foe. Gain Charge Bar +20% and Guaranteed TA .	\N	\N
10401138	Massive Earth damage to a foe. Gain Charge Bar +20% and Guaranteed TA .	\N	\N
10401139	Massive Wind damage to a foe. Gain Charge Bar +20% and Guaranteed TA .	\N	\N
10401140	Massive Light damage to a foe. Gain Charge Bar +20% and Guaranteed TA .	\N	\N
10401141	Massive Dark damage to a foe. Gain Charge Bar +20% and Guaranteed TA .	\N	\N
10401142	Massive Fire damage to a foe. Raise all allies' Promenade by 1. All allies gain 20% TA Up .	\N	\N
10401143	Massive Water damage to a foe. Raise all allies' Promenade by 1. All allies gain 20% TA Up .	\N	\N
10401144	Massive Earth damage to a foe. Raise all allies' Promenade by 1. All allies gain 20% TA Up .	\N	\N
10401145	Massive Wind damage to a foe. Raise all allies' Promenade by 1. All allies gain 20% TA Up .	\N	\N
10401146	Massive Light damage to a foe. Raise all allies' Promenade by 1. All allies gain 20% TA Up .	\N	\N
10401147	Massive Dark damage to a foe. Raise all allies' Promenade by 1. All allies gain 20% TA Up .	\N	\N
10401148	Massive Water damage to a foe. Boost to all allies' critical hit rate.	\N	\N
10401149	Massive Light damage to a foe. All allies gain Revitalize .	\N	\N
10401151	Massive Water damage to a foe. All allies gain 35% DA Up and 35% TA Up .	All allies also gain 10% Bonus Water DMG .	\N
10401152	Massive Wind damage to a foe. All allies gain Skill DMG Up and Skill DMG Cap Up .	\N	\N
10401153	Massive Fire damage to a foe. All allies gain Hellfire Crest .	Also inflict Delay .	\N
10401154	Massive Wind damage to a foe. Inflict DEF Down .	\N	\N
10401155	Massive Dark damage to a foe. All allies gain 20% DMG Cut until end of turn.	Restore all allies' HP (Healing cap: 3000).	\N
10401156	Massive Water damage to a foe. Raise all foes' Glaciate lvl by 1 (Max: 10).	Also deal 4-hit, 50% Bonus Water damage (Damage cap: ~135,000 per hit).	\N
10402000	Massive Light damage to a foe. / Gain Critical Hit Rate Up .	\N	\N
10402002	Massive Fire damage to a foe. Inflict Poisoned (2500) .	Also deal bonus Fire damage to a foe in Break.	\N
10402003	Massive Fire damage to a foe. Bonus Plain damage.	Cut to overdrive.	\N
10402007	Massive Dark damage to a foe. Inflict Blinded .	\N	\N
10402008	Massive Wind damage to a foe. Gain DEF Up .	Also inflict Delay .	\N
10402009	Massive Fire damage to a foe. Gain Keen .	Keen now affects all allies.	\N
10402012	Massive water DMG to a foe / Boost to ATK	\N	\N
10402013	Massive Wind damage to a foe. Gain TA Up .	\N	\N
10402014	Massive Fire damage to a foe. Boost to ATK.	\N	\N
10402015	Massive Wind damage to a foe. Inflict 10% ATK Down .	Increased to 15% ATK Down .	\N
10402016	Massive Light damage to a foe. Gain Charge Bar +20% .	\N	\N
10402017	Massive Earth damage to a foe. Gain Veil .	Slight chance to affect all allies.	\N
10402018	Massive water DMG to a foe / Boost to ATK and DEF	\N	\N
10402019	Massive Dark damage to a foe. Slight chance to remove buff effect.	\N	\N
10402020	Massive Dark damage to a foe. Inflict Charmed .	\N	\N
10402021	Massive Light damage to a foe. All allies gain 10% Repel for up to 1 hit.	\N	\N
10402022	Massive Fire damage to a foe. All allies gain 10% Repel (1 time) .	\N	\N
10402023	Massive Water damage to a foe. All allies gain 10% Repel for up to 1 hit.	\N	\N
10402024	Massive Wind damage to a foe. All allies gain 10% Repel for up to 1 hit.	\N	\N
10402025	Massive Earth damage to a foe. All allies gain 10% Repel for up to 1 hit.	\N	\N
10402026	Massive Light damage to a foe. All allies gain 10% Repel for up to 1 hit.	\N	\N
10402027	Massive Dark damage to a foe. All allies gain 10% Repel for up to 1 hit.	\N	\N
10402028	Massive Dark damage to a foe. Gain rupies.	\N	\N
10402029	Massive Light damage to a foe / Gain Light ATK Up .	\N	\N
10402030	Massive Light damage to a foe. Gain Charge Bar +20% .	\N	\N
10402031	Massive Fire damage to a foe. All allies gain 20% Repel (3 times) .	\N	\N
10402032	Massive Water damage to a foe. All allies gain 20% Repel for up to 3 hits.	\N	\N
10402033	Massive Wind damage to a foe. All allies gain 20% Repel for up to 3 hits.	\N	\N
10402034	Massive Earth damage to a foe. All allies gain 20% Repel for up to 3 hits.	\N	\N
10402035	Massive Light damage to a foe. All allies gain 20% Repel for up to 3 hits.	\N	\N
10402036	Massive Dark damage to a foe. All allies gain 20% Repel for up to 3 hits.	\N	\N
10402037	Massive Dark damage to a foe. Gain DEF Up .	\N	\N
10402038	Massive earth DMG to a foe / Hit to DEF	\N	\N
10402039	Massive Fire damage to a foe. Inflict 10% ATK Down and 10% DEF Down .	All allies gain Charge Bar +10% .	\N
10402040	Massive Wind damage to a foe. Gain 20% DA Up .	\N	\N
10402041	Massive Fire damage to a foe. Gain 7% DEF Up .	\N	\N
10402042	Massive Light damage to a foe. Gain Charge Bar +20% .	\N	\N
10402043	Massive Fire damage to a foe. Gain Charge Bar +20% , ATK Up and DEF Up .	\N	\N
10402044	Massive Water damage to a foe. Gain Charge Bar +20% , ATK Up and DEF Up .	\N	\N
10402045	Massive Earth damage to a foe. Gain Charge Bar +20% , ATK Up and DEF Up .	\N	\N
10402046	Massive Wind damage to a foe. Gain Charge Bar +20% , ATK Up and DEF Up .	\N	\N
10402047	Massive Light damage to a foe. Gain Charge Bar +20% , ATK Up and DEF Up .	\N	\N
10402048	Massive Dark damage to a foe. Gain Charge Bar +20% , ATK Up and DEF Up .	\N	\N
10402049	Massive fire DMG to a foe / Boost to ATK	\N	\N
10402050	Massive Water damage to a foe. Gain ATK Up . Self-inflict DEF Down and Hostility Up .	\N	\N
10402051	Massive Water damage to a foe. Gain Repel (3 times) .	\N	\N
10402052	Massive Wind damage to a foe. Inflict 10% DEF Down .	\N	\N
10402053	Massive Wind damage to a foe. Inflict 10% DEF Down .	\N	\N
10402054	Massive Dark damage to a foe. Gain DEF Up .	\N	\N
10402055	Massive Water damage to a foe. Gain Keen .	Keen now affects all allies.	\N
10402056	Massive Earth damage to a foe. Gain Keen .	Keen now affects all allies.	\N
10402057	Massive Wind damage to a foe. Gain Keen .	Keen now affects all allies.	\N
10402058	Massive Light damage to a foe. Gain Keen .	Keen now affects all allies.	\N
10402059	Massive Dark damage to a foe. Gain Keen .	Keen now affects all allies.	\N
10402065	Massive Dark damage to a foe. Boost to ATK (Stackable).	\N	\N
10402066	Massive light DMG to a foe / Inflict 10% ATK Down and 10% DEF Down	\N	\N
10402067	Massive Light damage to a foe. Gain Bonus Dark DMG .	All allies gain Bonus Dark DMG and Light ATK Up .	\N
10402068	Massive Fire damage to a foe. Chance to inflict Delay .	Debuff success rate of Delay increased.	\N
10402069	Massive water DMG to a foe / Boost to DEF	\N	\N
10402070	Massive Light damage to a foe. All allies gain 20% ATK Up .	Buff increased to 25% ATK Up . All allies also gain Shield (1500) .	\N
10402071	Massive earth DMG to a foe / Boost to critical hit rate	\N	\N
10402072	Massive Earth damage to a foe. / Inflict 15% Earth DEF Down .	\N	\N
10402073	Massive light DMG to a foe	\N	\N
10402074	Massive Light damage to a foe.	\N	\N
10402075	Massive Dark damage to a foe. Gain TA Up .	\N	\N
10402076	Massive Wind damage to a foe. Gain 20% DA Up .	\N	\N
10402077	Massive Wind damage to a foe. Gain 20% DA Up .	\N	\N
10402078	Massive Wind damage to a foe. Gain 20% DA Up .	\N	\N
10402079	Massive Light damage to a foe. All parties gain 10% Charge Bar Gain Up .	\N	\N
10402080	Massive Light damage to a foe. Inflict Putrefied (5000) .	\N	\N
10402081	Massive Earth damage to a foe. / Gain Charge Bar +20% .	Effect increased to Charge Bar +30% .	\N
10402082	Massive Fire damage to a foe. / All allies gain Fire ATK Up .	\N	\N
10402083	Massive Water damage to a foe. / All allies gain Water ATK Up .	\N	\N
10402084	Massive Earth damage to a foe. / All allies gain Earth ATK Up .	\N	\N
10402085	Massive Wind damage to a foe. / All allies gain Wind ATK Up .	\N	\N
10402086	Massive Light damage to a foe. / All allies gain Light ATK Up .	\N	\N
10402087	Massive Dark damage to a foe. / All allies gain Dark ATK Up .	\N	\N
10402088	Massive Fire damage to a foe. / All allies gain 30% Fire ATK Up and 30% DA Up .	\N	\N
10402089	Massive Water damage to a foe. / All allies gain 30% Water ATK Up and 30% DA Up .	\N	\N
10402090	Massive Earth damage to a foe. / All allies gain 30% Earth ATK Up and 30% DA Up .	\N	\N
10402091	Massive Wind damage to a foe. / All allies gain 30% Wind ATK Up and 30% DA Up .	\N	\N
10402092	Massive Light damage to a foe. / All allies gain 30% Light ATK Up and 30% DA Up .	\N	\N
10402093	Massive Dark damage to a foe. / All allies gain 30% Dark ATK Up and 30% DA Up .	\N	\N
10402094	Massive Wind damage to a foe. Remove 1 buff.	\N	\N
10402095	450% Wind damage to a foe. Remove 1 buff. Absorb mode bar to gain up to Charge Bar +20% .	\N	Damage increased to 550%. Now removes 2 buffs and can gain up to Charge Bar +30% .
10402096	Massive Water damage to a foe. All allies gain Shield (500) .	\N	\N
10402097	Massive Fire damage to a foe. Gain Guaranteed TA .	\N	\N
10402098	Massive Water damage to a foe. Gain Guaranteed TA .	\N	\N
10402099	Massive Earth damage to a foe. Gain Guaranteed TA .	\N	\N
10402100	Massive Wind damage to a foe. Gain Guaranteed TA .	\N	\N
10402101	Massive Light damage to a foe. Gain Guaranteed TA .	\N	\N
10402102	Massive Dark damage to a foe. Gain Guaranteed TA .	\N	\N
10402103	Massive Dark damage to a foe. Inflict 15% Dark DEF Down .	\N	\N
10402104	Massive Fire damage to a foe. Inflict DA Down and TA Down . All allies gain 15% TA Up .	\N	\N
10402105	Massive Wind damage to a foe. Gain Mirror Image (1 time) . All allies gain 20% DA Up and 20% TA Up .	\N	\N
10402106	Massive light DMG to a foe / ? time boost to a foe's item-drop rate	\N	\N
10402107	Massive fire DMG to a foe / ? time boost to a foe's item-drop rate	\N	\N
10402108	Massive Fire damage to a foe. Deal bonus Fire damage (Damage cap: ~300,000).	\N	\N
10402109	Massive Wind damage to a foe. / All allies gain 25% Wind ATK Up .	Gain ??% / 30% Critical Hit Rate Up .	\N
10402110	Massive Fire damage to a foe. Gain Fire ATK Up .	\N	\N
10402112	Massive light DMG to a foe / Remove 1 debuff from all allies	\N	\N
10402113	Massive Light damage to a foe. Inflict DA Down and TA Down .	\N	\N
10402114	Massive Water damage to a foe. Gain Guaranteed TA .	Also remove 1 buff from a foe.	\N
10402115	Massive Earth damage to a foe. Inflict 15% ATK Down .	\N	\N
10402116	Massive Water damage to a foe. Gain Shield (3500) and Unchallenged .	Shield (3500) now affects all allies. Also remove 1 debuff from all allies.	\N
10402117	Massive Fire damage to a foe. All allies gain Skill DMG Up and Skill DMG Cap Up .	\N	\N
10402118	Massive Light damage to a foe. Inflict Charmed . If successful, all allies gain Light ATK Up .	\N	\N
10402119	Massive Fire damage to a foe. / All allies gain Revitalize .	All allies gain Drain .	\N
10402120	Massive Fire damage to a foe. Inflict Wind ATK Down .	\N	\N
10402121	Massive Wind damage to a foe. Gain 20% Bonus Wind DMG . (Ends upon taking damage.)	\N	\N
10402122	Massive Wind damage to a foe. Inflict 20% DEF Down .	Increased to 25% DEF Down .	\N
10402123	Massive Wind damage to a foe. All allies gain Shield (500) and Armored .	\N	\N
10402124	Massive Dark damage to a foe. Restore all allies' HP (Healing cap: 700). All allies gain a random buff.	\N	\N
10402125	Massive Wind damage to a foe. / All allies gain Typhoon Crest . Additional effect based on the pendulum.	\N	\N
10402126	Massive Wind damage to a foe. / All allies gain Typhoon Crest . Additional effect based on the pendulum.	\N	\N
10402127	Massive Wind damage to a foe. Inflict DA Down and TA Down .	All allies gain 30% DMG Cut for 0.5 turns.	\N
10402128	Massive Earth damage to a foe. / Inflict 15% Earth DEF Down .	Also deals bonus Earth damage.	\N
10402129	Massive Dark damage to a foe. Light DMG reduction to all allies.	Supplemental DMG effect to MC.	\N
10402130	Massive Earth damage to a foe. / All allies gain 80% / 20% Armored .	Buff increased to 80% / 30% Armored .	\N
10402131	Massive Wind damage to a foe. All allies gain Recovery Cap Boosted (500) .	\N	\N
10402132	Massive Dark damage to a foe. All allies gain Supplemental DMG .	\N	\N
10402133	Massive Dark damage to a foe. All allies gain Supplemental DMG and 10% Uplifted .	\N	Damage increased to 550%. Buff increased to 15% Uplifted .
10402134	Massive Light damage to a foe. All Light allies gain 70%-75% / 30% Critical Hit Rate Up .	All Light allies also gain Charge Bar +15% .	\N
10402135	Massive Light damage to a foe. Gain ATK Up .	\N	\N
10402136	Massive Wind damage to a foe. All Wind allies gain 30% / 30% Critical Hit Rate Up .	Also deal 4-hit, 100% Bonus Wind damage (Damage cap: ~135,000 per hit ).	\N
10402137	Massive Light damage to a foe. All allies gain Mirror Image (1 time) .	All allies also gain 30% Debuff Res. Up .	\N
10402138	Massive Water damage to a foe. All allies gain Tank-and-Counter (1 time) .	MC also gains 5% Boost to Charge Bar upon Taking DMG (Max: 50%).	\N
10402139	Massive Earth damage to a foe. Restore all allies' HP.	\N	\N
10402140	Massive Fire damage to a foe. All allies gain Strength .	\N	\N
10402141	Massive Water damage to a foe. All allies gain Strength .	\N	\N
10402142	Massive Earth damage to a foe. All allies gain Strength .	\N	\N
10402143	Massive Wind damage to a foe. All allies gain Strength .	\N	\N
10402144	Massive Light damage to a foe. All allies gain Strength .	\N	\N
10402145	Massive Dark damage to a foe. All allies gain Strength .	\N	\N
10402146	Massive Fire damage to a foe. Gain 30% DA Up and 10% TA Up .	\N	\N
10402147	Massive Water damage to a foe.	\N	\N
10402148	Massive Wind damage to a foe. Gain Hype .	\N	\N
10402149	Massive Water damage to a foe. All allies gain Armored .	\N	\N
10402150	500% Earth damage to a foe 5-hit, 60% Bonus Earth damage (Damage cap: ~120,000 per hit ).	Also inflict 15% Earth DEF Down .	\N
10402151	Massive Water damage to a foe. All Water allies gain 70% / 30% Critical Hit Rate Up .	All Water allies also gain Charge Bar +15% .	\N
10402152	Massive Light damage to a foe. Gain Charge Bar +15% and Tank-and-Counter (3 times) .	\N	\N
10402153	Massive Earth damage to a foe. Inflict 10% Earth DEF Down (Stackable / Max: 30%) .	All allies also gain Keen .	\N
10402154	Massive Fire damage to a foe. All allies gain 15% Bonus Fire DMG .	\N	\N
10402155	Massive Earth damage to a foe. (240% boost to C.A. damage and 120% boost to C.A. damage cap when MC has 12 or more buffs [Damage cap: ~3,700,000].)	\N	\N
10402156	Massive Water damage to a foe. Inflict Water DEF Down . Gain Charge Bar +10% .	\N	\N
10402157	Massive Water damage to a foe. Inflict Fire ATK Down , DA Down , and TA Down .	\N	\N
10402158	Massive Earth damage to a foe. Inflict 20% DEF Down .	\N	\N
10402159	Massive Water damage to a foe. Gain 30% Bonus Water DMG .	Also gain Guaranteed TA .	\N
10402160	Massive Fire damage to a foe. All allies gain 35% DA Up and 35% TA Up .	Inflict 15% Fire DEF Down .	\N
10402161	Massive Fire damage to a foe. Hit to Fire DEF. Gain Charge Bar +10% .	\N	\N
10402162	Massive Water damage to a foe. Gain Jammed .	\N	\N
10402163	Unworldly Water damage to a foe. Self-damage MC for 30% of current HP.	Also gain Unchallenged (2 times) .	\N
10402164	Massive Fire damage to a foe. All allies gain 20% Wind Cut .	Gain 30% DMG Absorption .	\N
10402165	Massive Wind damage to a foe. Gain DMG Cap Up .	\N	\N
10402167	Massive Light damage to a foe. Inflict Blinded and 20% Dark ATK Down .	Remove 1 debuff from all allies.	\N
10402168	Massive Fire damage to a foe. Boost to all allies' multiattack rate.	\N	\N
10402169	Massive Dark damage to a foe. Inflict 25% ATK Down and 25% DEF Down .	Also inflict Delay .	\N
10402170	Massive Water damage to a foe. All allies gain 30% DA Up and 10% TA Up .	\N	\N
10402171	Massive Dark damage to a foe. Boost to MC's multiattack rate. Gain Dodge-and-Counter (2 times) .	\N	\N
10402172	Massive Earth damage to a foe. Gain Jammed .	Also gain 30% DA Up and 20% TA Up .	\N
10403000	Massive Light damage to a foe. Restore 100 + 10% HP (Healing cap: 1500).	Heal increased to 100 + 15% HP (Healing Cap: 2000).	\N
10403001	450% Light DMG to a foe Gain 50% DA Up .	Damage increased to 900% and damage cap increased to ~2,010,000. No longer gain 50% DA Up . All allies gain 35% DA Up and 35% TA Up . 	Damage increased to 950% .
10403002	Massive water DMG to a foe / Boost to ATK	\N	\N
10403004	Massive earth DMG to a foe / Cut to mode bar when a foe is in overdrive	Boost to MC's mode bar cut rate	\N
10403005	Massive Fire damage to a foe. Restore 5% HP (Max: 1500).	\N	\N
10403006	Massive Wind damage to a foe. Boost to DEF.	\N	\N
10403007	Massive Fire damage to a foe. Gain DA Up .	DA Up now affects all allies.	\N
10403008	Massive Earth damage to a foe. Gain DA Up .	\N	\N
10403009	Massive Wind damage to a foe. Inflict 10% ATK Down .	Increased to 15% ATK Down .	\N
10403010	Massive Light damage to a foe. / Inflict 11% DEF Down .	\N	\N
10403011	Massive Light damage to a foe. Slight chance to remove a buff effect.	\N	\N
10403012	Massive Dark damage to a foe. Gain Veil .	Also gain Charge Bar +20% .	\N
10403013	Massive Light damage to a foe. Gain Charge Bar +20% .	\N	\N
10403014	Massive Dark damage to a foe. Slight chance to remove buff effect.	\N	\N
10403015	Massive Water damage to a foe. / Gain Skill DMG Up .	\N	\N
10403016	Massive Light damage to a foe. Inflict 30% DEF Down .	\N	\N
10403017	Massive Fire damage to a foe. Inflict 30% DEF Down .	\N	\N
10403018	Massive Water damage to a foe. Inflict 30% DEF Down .	\N	\N
10403019	Massive Wind damage to a foe. Inflict 30% DEF Down .	\N	\N
10403020	Massive Earth damage to a foe. Inflict 30% DEF Down .	\N	\N
10403021	Massive Light damage to a foe. Inflict 30% DEF Down .	\N	\N
10403022	Massive Dark damage to a foe. Inflict 30% DEF Down .	\N	\N
10403023	Massive Fire damage to a foe. Gain Charge Bar +20% .	\N	\N
10403024	Massive Fire damage to a foe. Inflict 35% DEF Down .	\N	\N
10403025	Massive Water damage to a foe. Inflict 35% DEF Down .	\N	\N
10403026	Massive Wind damage to a foe. Inflict 35% DEF Down .	\N	\N
10403027	Massive Earth damage to a foe. Inflict 35% DEF Down .	\N	\N
10403028	Massive Light damage to a foe. Inflict 35% DEF Down .	\N	\N
10403029	Massive Dark damage to a foe. Inflict 35% DEF Down .	\N	\N
10403030	Massive Dark damage to a foe. Gain ATK Up .	\N	\N
10403031	Massive earth DMG to a foe / Random speed boost to charge bar	\N	\N
10403032	Massive Light damage to a foe. Gain 20% Repel (3 times) .	\N	\N
10403033	Massive Water damage to a foe. Gain DEF Up .	\N	\N
10403034	Massive Earth damage to a foe. Inflict 10% Earth DEF Down .	\N	\N
10403035	Massive Fire damage to a foe. Gain Charge Bar +20% .	\N	\N
10403036	Massive Fire damage to a foe. Gain Charge Bar +20% and ATK Up .	\N	\N
10403037	Massive Water damage to a foe. Gain Charge Bar +20% and ATK Up .	\N	\N
10403038	Massive Earth damage to a foe. Gain Charge Bar +20% and ATK Up .	\N	\N
10403039	Massive Wind damage to a foe. Gain Charge Bar +20% and ATK Up .	\N	\N
10403040	Massive Light damage to a foe. Gain Charge Bar +20% and ATK Up .	\N	\N
10403041	Massive Dark damage to a foe. Gain Charge Bar +20% and ATK Up .	\N	\N
10403042	Massive Fire damage to a foe. Chance to gain Hype .	\N	\N
10403043	Massive Dark damage to a foe. Gain ATK Up .	\N	\N
10403044	450% Fire DMG to a foe Gain 50% DA Up .	Damage increased to 900% and damage cap increased to ~2,010,000. No longer gain 50% DA Up . All allies gain 35% DA Up and 35% TA Up . 	Damage increased to 950% .
10403045	450% Water DMG to a foe Gain 50% DA Up .	Damage increased to 900% and damage cap increased to ~2,010,000. No longer gain 50% DA Up . All allies gain 35% DA Up and 35% TA Up . 	Damage increased to 950% .
10403046	450% Earth DMG to a foe Gain 50% DA Up .	Damage increased to 900% and damage cap increased to ~2,010,000. No longer gain 50% DA Up . All allies gain 35% DA Up and 35% TA Up . 	Damage increased to 950% .
10403047	450% Wind DMG to a foe Gain 50% DA Up .	Damage increased to 900% and damage cap increased to ~2,010,000. No longer gain 50% DA Up . All allies gain 35% DA Up and 35% TA Up . 	Damage increased to 950% .
10403048	450% Dark DMG to a foe Gain 50% DA Up .	Damage increased to 900% and damage cap increased to ~2,010,000. No longer gain 50% DA Up . All allies gain 35% DA Up and 35% TA Up . 	Damage increased to 950% .
10403054	Massive fire DMG to a foe / Random boost to charge bar	\N	\N
10403055	Massive Dark damage to a foe. Restore HP.	Gain Dark ATK Up and Mirror Image (2 times) .	\N
10403056	Massive wind DMG to a foe / Boost to ATK	\N	\N
10403057	Massive Earth damage to a foe. Gain 5% ATK Up (Stackable / Max: 30%) .	Also gain Tank-and-Counter (2 times) .	\N
10403058	Massive Earth damage to a foe. Gain Supplemental DMG .	Also gain DMG Cap Up .	\N
10403059	Massive Wind damage to a foe. All allies gain Shield (500) .	\N	\N
10403060	Massive earth DMG to a foe / Random speed boost to charge bar	\N	\N
10403061	Massive Wind damage to a foe. Boost to ATK (Stackable).	\N	\N
10403062	Massive Fire damage to a foe. All allies gain DA Up and TA Up .	\N	\N
10403063	450% Fire damage to a foe. Inflict Burned (5000) . All allies gain 30% DA Up and 30% TA Up .	\N	Damage increased to 550%. Burned (5000) base accuracy increased.
10403064	Massive Light damage to a foe.	\N	\N
10403065	Massive Light damage to a foe.	\N	\N
10403066	Massive Water damage to a foe. Gain DEF Up .	\N	\N
10403067	Massive Water damage to a foe. Gain DEF Up .	\N	\N
10403068	Massive Water damage to a foe. Gain DEF Up .	\N	\N
10403069	Massive Water damage to a foe. Gain DEF Up .	Buff increased to 30% DEF Up and now affects all allies. All allies also gain Jammed .	\N
10403070	Massive Wind damage to a foe. Lessen all allies' Fire DMG.	\N	\N
10403071	Massive Dark damage to a foe. All allies gain 30% DA Up and 30% TA Up for 2.5 turns.	30% DA Up 's and 30% TA Up 's duration increased to 3.5 turns.	\N
10403072	Massive Fire damage to a foe. / All allies gain Fire ATK Up .	\N	\N
10403073	Massive Water damage to a foe. / All allies gain Water ATK Up .	\N	\N
10403074	Massive Earth damage to a foe. / All allies gain Earth ATK Up .	\N	\N
10403075	Massive Wind damage to a foe. / All allies gain Wind ATK Up .	\N	\N
10403076	Massive Light damage to a foe. / All allies gain Light ATK Up .	\N	\N
10403077	Massive Dark damage to a foe. / All allies gain Dark ATK Up .	\N	\N
10403078	Massive Fire damage to a foe. / All allies gain 30% Fire ATK Up and 30% DA Up .	\N	\N
10403079	Massive Water damage to a foe. / All allies gain 30% Water ATK Up and 30% DA Up .	\N	\N
10403080	Massive Earth damage to a foe. / All allies gain 30% Earth ATK Up and 30% DA Up .	\N	\N
10403081	Massive Wind damage to a foe. / All allies gain 30% Wind ATK Up and 30% DA Up .	\N	\N
10403082	Massive Light damage to a foe. / All allies gain 30% Light ATK Up and 30% DA Up .	\N	\N
10403083	Massive Dark damage to a foe. / All allies gain 30% Dark ATK Up and 30% DA Up .	\N	\N
10403084	Massive Fire DMG to a foe / All allies gain 40% ATK Up and 5% DMG Cap Up . 	\N	\N
10403085	Massive Water DMG to a foe / All allies gain 40% ATK Up and 5% DMG Cap Up . 	\N	\N
10403086	Massive Earth DMG to a foe / All allies gain 40% ATK Up and 5% DMG Cap Up . 	\N	\N
10403087	Massive Wind DMG to a foe / All allies gain 40% ATK Up and 5% DMG Cap Up . 	\N	\N
10403088	Massive Light DMG to a foe / All allies gain 40% ATK Up and 5% DMG Cap Up . 	\N	\N
10403089	Massive Dark DMG to a foe / All allies gain 40% ATK Up and 5% DMG Cap Up . 	\N	\N
10403090	Massive light DMG to a foe. All allies gain 40% DEF Up .	All allies gain 30% DA Up and 30% TA Up . 	\N
10403091	Massive Earth damage to a foe. Absorb mode bar.	\N	\N
10403092	Massive Wind damage to a foe. Remove 108 debuffs from MC.	\N	\N
10403093	Massive Earth damage to a foe. All allies gain 10% DEF Up . Remove 1 debuff from all allies.	\N	\N
10403094	Massive Dark damage to a foe. Inflict Blinded and 10% Debuff Res. Down .	\N	\N
10403095	Massive Earth damage to a foe. Inflict 20% DEF Down Slight chance to also inflict Stunned .	\N	\N
10403096	Massive Dark damage to a foe. Bonus Dark damage (Damage cap: ~300,000).	\N	\N
10403097	Massive Water damage to a foe. Gain 10% Uplifted .	\N	\N
10403098	Massive Dark damage to a foe. Gain DA Up and TA Up . Self-inflict DEF Down .	\N	\N
10403099	Massive Fire damage to a foe. Gain 10% ATK Up (Stackable / Max: 30%) .	Gain 10% Uplifted .	\N
10403100	Massive Fire damage to a foe. Gain Critical Hit Rate Up and Charge Bar +20% .	\N	\N
10403101	Massive Light damage to a foe. Inflict 20% DEF Down .	Also inflict 15% Light DEF Down .	\N
10403102	Massive Light damage to a foe. Cut to mode bar when a foe is in overdrive. Gain Mode Bar Cut Boosted .	\N	\N
10403103	Massive Earth damage to a foe. / All allies gain Supplemental DMG .	All allies also gain 35% TA Up .	\N
10403104	Massive Light damage to a foe. Gain Supplemental DMG .	\N	\N
10403105	Massive Dark damage to a foe. All allies gain 10% Dark ATK Up .	\N	\N
10403106	Massive Fire damage to a foe. / All allies gain Hellfire Crest . Additional effect based on the pendulum.	\N	\N
10403107	Massive Fire damage to a foe. / All allies gain Hellfire Crest . Additional effect based on the pendulum.	\N	\N
